,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
13985,K. Baran,27,195,92,Bruk-Bet Termalica Nieciecza,1000,,,,,,63,60,55,16,61
13986,Hwang Soon Min,26,178,69,Sangju Sangmu FC,1000,69,53,60,63,48,,,,,
13987,R. Willmott,27,176,77,Newport County,2000,82,55,54,63,51,,,,,
13988,J. Phojo,24,178,71,Clermont Foot 63,1000,64,35,54,60,57,,,,,
13989,I. Al Zubaidi,27,172,60,Al Taawoun,4000,73,33,43,58,58,,,,,
13990,S. O'Donnell,25,188,89,Kilmarnock,1000,70,51,54,59,58,,,,,
13991,F. Castillo,27,174,70,Jaguares de CÃ³rdoba,1000,66,31,41,60,61,,,,,
13992,A. Fisher,27,191,80,Motherwell,2000,78,57,42,60,23,,,,,
13993,L. De BÃ³rtoli,28,184,83,Club AtlÃ©tico Temperley,2000,,,,,,62,61,55,49,57
13994,H. Jafry,25,178,68,Al Fayha,4000,66,38,55,55,59,,,,,
13995,E. Sakic,26,177,70,SCR Altach,3000,75,38,55,60,58,,,,,
13996,M. Kostyukov,25,182,78,Amkar Perm,4000,64,56,64,60,47,,,,,
13997,G. Martin,26,180,79,Sporting Lokeren,3000,60,60,50,57,27,,,,,
13998,A. Holm Jensen,28,192,90,FC HelsingÃ¸r,2000,56,23,40,42,57,,,,,
13999,A. Smith,36,180,81,Notts County,3000,36,56,61,59,60,,,,,
14000,G. Morris,33,183,70,Crawley Town,2000,,,,,,67,56,62,58,55
14001,J. Johansen,32,186,78,TromsÃ¸ IL,1000,66,46,55,56,51,,,,,
14002,J. Murphy,35,188,88,Bury,1000,,,,,,59,62,65,37,58
14003,M. Brown,40,176,77,Port Vale,2000,31,60,59,57,61,,,,,
14004,S. Bywater,36,185,81,Burton Albion,1000,,,,,,62,58,53,57,64
14005,L. Bonnefoi,33,184,72,RC Strasbourg Alsace,3000,,,,,,59,60,59,43,64
14006,B. Williams,34,188,86,Blackpool,2000,,,,,,62,59,53,51,59
14007,Y. GutiÃ©rrez,36,189,86,Club Necaxa,1000,,,,,,59,62,63,35,60
14008,B. Rotenberg,31,188,84,Lokomotiv Moscow,7000,68,43,51,49,64,,,,,
14009,K. Christensen,37,185,81,FC KÃ¸benhavn,2000,,,,,,61,63,66,22,61
14010,T. Christensen,33,186,87,Lyngby BK,2000,33,35,38,37,59,,,,,
14011,S. Flinders,31,193,87,Cheltenham Town,2000,,,,,,61,60,55,34,61
14012,C. StefaÅczyk,33,184,78,WisÅa PÅock,1000,67,41,61,59,59,,,,,
14013,Hwang Ji Soo,36,175,72,Pohang Steelers,1000,58,49,62,63,62,,,,,
14014,K. Brennan,33,183,80,St. Patrick's Athletic,1000,60,59,63,62,56,,,,,
14015,B. Clarke,31,185,81,Limerick FC,1000,,,,,,59,59,59,55,59
14016,F. Lenci,33,182,84,Argentinos Juniors,3000,58,59,52,59,44,,,,,
14017,M. Roberts,33,185,71,Forest Green Rovers,3000,52,29,41,40,60,,,,,
14018,T. Clancy,33,180,80,Bray Wanderers,1000,48,22,49,51,57,,,,,
14019,C. Kenna,32,181,75,Bray Wanderers,1000,44,43,48,38,58,,,,,
14020,S. Batan,32,176,75,Hammarby IF,1000,68,46,59,62,56,,,,,
14021,X. Tomas,31,193,83,Hamilton Academical FC,2000,39,28,41,34,61,,,,,
14022,J. Brandrup,32,180,76,Lyngby BK,2000,67,40,57,55,55,,,,,
14023,L. Summerfield,29,183,83,Grimsby Town,3000,64,55,61,57,47,,,,,
14024,T. Robinson,28,174,64,Southend United,2000,80,61,49,61,39,,,,,
14025,J. Anyon,30,188,90,Chesterfield,2000,,,,,,65,54,57,56,54
14026,F. Sulmoni,31,182,72,FC Lugano,2000,34,42,48,50,60,,,,,
14027,S. Sinclair,29,170,67,Bristol Rovers,2000,83,54,58,59,63,,,,,
14028,J. Thompson,28,183,60,Rochdale,2000,81,47,54,63,22,,,,,
14029,A. Shuhail,32,168,58,Al Ittihad,6000,75,37,61,57,57,,,,,
14030,B. Kennedy,30,189,83,Central Coast Mariners,1000,,,,,,62,58,58,43,62
14031,S. Larsson,34,182,78,Kalmar FF,1000,54,44,55,58,60,,,,,
14032,S. McAllister,29,173,67,Grimsby Town,3000,49,44,58,59,55,,,,,
14033,J. Jones,28,191,91,Wigan Athletic,2000,,,,,,64,56,59,34,58
14034,M. Elito,27,180,69,Cambridge United,4000,84,53,54,67,26,,,,,
14035,K. Etuhu,29,185,71,Carlisle United,3000,61,59,59,57,58,,,,,
14036,M. Bartley,30,180,79,Hibernian,2000,59,45,57,61,62,,,,,
14037,I. Bermingham,28,177,73,St. Patrick's Athletic,1000,69,47,56,58,56,,,,,
14038,P. Vincenti,30,191,76,Coventry City,3000,60,58,55,60,54,,,,,
14039,D. SubotiÄ,28,191,85,Ulsan Hyundai FC,2000,61,58,46,58,24,,,,,
14040,N. Kikuchi,32,181,74,Hokkaido Consadole Sapporo,1000,58,27,53,53,60,,,,,
14041,D. McAllister,28,181,80,Shamrock Rovers,1000,62,51,60,58,58,,,,,
14042,M. PeÅ¡koviÄ,35,188,88,Cracovia,1000,,,,,,57,62,61,31,60
14043,L. Bender,29,188,80,SC Fortuna KÃ¶ln,1000,67,47,59,50,53,,,,,
14044,A. Morris,27,183,71,Gillingham,2000,65,38,53,60,58,,,,,
14045,F. Bombagi,27,178,75,Ternana,1000,73,59,57,62,32,,,,,
14046,A. Golec,27,194,85,Central Coast Mariners,1000,54,30,44,45,61,,,,,
14047,T. Miyazaki,30,170,68,JÃºbilo Iwata,1000,62,39,66,54,63,,,,,
14048,T. Masukawa,37,191,93,Hokkaido Consadole Sapporo,1000,47,25,44,26,60,,,,,
14049,M. Albornoz,29,183,81,AFC Eskilstuna,1000,51,51,56,56,57,,,,,
14050,S. Zenjov,28,183,70,Cracovia,2000,70,58,58,56,48,,,,,
14051,K. Fickentscher,28,181,78,FC Sion,3000,,,,,,57,56,57,50,59
14052,K. Yano,33,187,77,Albirex Niigata,1000,45,61,58,61,59,,,,,
14053,P. Komolov,28,175,67,Amkar Perm,4000,59,49,62,63,57,,,,,
14054,F. Musaev,28,183,75,JÃºbilo Iwata,1000,66,46,51,59,59,,,,,
14055,Song Chang Ho,31,180,76,Jeonnam Dragons,1000,70,64,62,56,56,,,,,
14056,R. Siemaszko,30,170,68,Arka Gdynia,2000,46,59,46,63,48,,,,,
14057,Colinas,29,172,65,Cultural Leonesa,2000,77,59,52,60,34,,,,,
14058,A. Montalto,29,185,70,Ternana,1000,61,61,45,59,27,,,,,
14059,R. Okunorobo,28,189,70,Lobos BUAP,2000,50,44,43,55,61,,,,,
14060,Z. Tsiskaridze,30,185,85,AFC Eskilstuna,1000,59,39,50,51,58,,,,,
14061,M. Malaeka,31,180,73,Al Faisaly,4000,,,,,,59,59,61,45,58
14062,A. Jezawi,28,170,68,Al Raed,4000,77,57,55,62,21,,,,,
14063,M. Rhead,33,191,106,Lincoln City,4000,37,61,43,50,29,,,,,
14064,R. Singh,27,186,75,India,0,60,60,42,59,21,,,,,
14065,P. Paton,30,178,74,St. Johnstone FC,2000,46,44,59,59,63,,,,,
14066,D. Wright,32,188,86,Cheltenham Town,3000,52,59,39,53,31,,,,,
14067,T. ZÃ¼ndel,29,177,74,Wolfsberger AC,3000,70,42,57,64,63,,,,,
14068,Oh Kwang Jin,30,172,66,Daegu FC,1000,69,53,54,63,57,,,,,
14069,J. Fierro,29,181,83,Bolivia,0,56,64,38,51,29,,,,,
14070,W. Mena,29,182,70,Tigres FC,1000,76,57,50,66,18,,,,,
14071,D. MacKinnon,31,178,74,Hamilton Academical FC,2000,58,55,54,58,54,,,,,
14072,J. Iglesias,28,170,69,Clermont Foot 63,2000,68,57,62,68,48,,,,,
14073,A. Dagriri,27,182,87,Al Fayha,3000,,,,,,62,58,56,41,60
14074,Joo Hyeon Woo,26,174,71,GwangJu FC,1000,75,56,55,64,36,,,,,
14075,E. Lyngdoh,30,175,68,India,0,76,52,65,63,39,,,,,
14076,Fran SÃ¡nchez,27,177,70,SV Mattersburg,5000,72,49,54,61,59,,,,,
14077,Wanderson,28,172,60,Pohang Steelers,3000,74,60,54,64,56,,,,,
14078,A. Peralta,28,175,75,Patronato,2000,68,49,53,64,54,,,,,
14079,C. Pelagatti,28,182,77,Cittadella,1000,68,35,49,54,60,,,,,
14080,K. Ono,27,180,75,Albirex Niigata,1000,59,24,38,46,61,,,,,
14081,J. Kamata,31,179,77,Kashiwa Reysol,2000,57,28,40,39,62,,,,,
14082,M. Kato,26,175,70,Albirex Niigata,1000,68,47,59,60,40,,,,,
14083,T. Matsuura,28,167,64,JÃºbilo Iwata,2000,68,54,55,67,33,,,,,
14084,T. Enomoto,34,180,76,Urawa Red Diamonds,2000,,,,,,63,61,59,22,62
14085,S. Hyodo,31,172,68,Hokkaido Consadole Sapporo,1000,75,52,61,62,47,,,,,
14086,S. Yokotani,30,179,71,Omiya Ardija,1000,60,51,59,59,46,,,,,
14087,K. Saito,28,178,73,JÃºbilo Iwata,2000,67,61,44,60,20,,,,,
14088,Danilson,30,185,80,Independiente MedellÃ­n,1000,57,44,46,56,58,,,,,
14089,T. Siwe,30,174,68,JÃ¶nkÃ¶pings SÃ¶dra IF,1000,64,35,56,57,58,,,,,
14090,S. Otsuki,28,178,73,Vissel Kobe,2000,63,66,51,61,30,,,,,
14091,D. Al Qarni,28,168,69,Al Fayha,4000,60,49,53,57,59,,,,,
14092,M. Warcholak,27,182,81,Arka Gdynia,2000,60,34,52,51,61,,,,,
14093,K. Al Anazi,32,163,50,Al Batin,3000,70,51,59,68,34,,,,,
14094,M. Al Enazi,33,162,58,Al Batin,3000,73,51,59,63,56,,,,,
14095,C. Lasso,29,183,78,Tigres FC,1000,57,26,41,47,61,,,,,
14096,K. Venegas,27,178,75,Minnesota United FC,2000,68,35,50,57,63,,,,,
14097,A. BjÃ¶rkebaum,29,188,82,IK Sirius,1000,57,59,48,57,27,,,,,
14098,K. Sekiguchi,31,170,65,Cerezo Osaka,1000,75,46,51,65,25,,,,,
14099,M. Heider,31,187,78,VfL OsnabrÃ¼ck,1000,62,59,49,55,29,,,,,
14100,G. Marigard,29,176,70,US Quevilly Rouen MÃ©tropole,2000,56,34,49,57,62,,,,,
14101,M. Ramon,28,178,70,US Quevilly Rouen MÃ©tropole,2000,59,51,62,65,40,,,,,
14102,M. Gebers,31,189,76,SV Meppen,1000,63,24,39,38,61,,,,,
14103,M. Nocciolini,28,184,75,Parma,1000,74,62,51,64,29,,,,,
14104,T. Aupic,32,177,67,Paris FC,1000,,,,,,64,57,56,21,59
14105,M. Al Bishi,29,166,63,Al Fayha,5000,78,59,44,60,25,,,,,
14106,P. FernÃ¡ndez,30,180,75,Chacarita Juniors,2000,,,,,,60,57,60,27,63
14107,M. Sylla,17,181,70,AS Monaco,3000,69,61,42,66,21,,,,,
14108,S. Laiton,17,180,80,AJ Auxerre,1000,,,,,,57,59,53,47,56
14109,I. Sissoko,19,193,88,Stade Brestois 29,1000,59,37,52,58,59,,,,,
14110,J. Dasilva,19,170,64,Charlton Athletic,1000,84,39,48,61,56,,,,,
14111,E. CÃ¼mart,19,183,79,FC Sion,2000,68,25,40,43,61,,,,,
14112,C. SÃ¡nchez,18,186,80,Club AtlÃ©tico Talleres,1000,58,61,44,58,20,,,,,
14113,F. Hinds,18,176,67,Cheltenham Town,4000,84,60,38,58,22,,,,,
14114,A. KarnuÃ§u,17,183,75,Galatasaray SK,3000,50,42,54,56,60,,,,,
14115,N. Janvier,18,171,72,Stade Rennais FC,2000,61,53,61,63,44,,,,,
14116,N. Andereggen,17,175,71,UniÃ³n de Santa Fe,1000,67,61,49,63,21,,,,,
14117,J. Maja,18,180,67,Sunderland,1000,74,60,50,61,22,,,,,
14118,T. Verlinden,17,173,65,Stoke City,5000,65,53,57,67,35,,,,,
14119,F. Castellano,19,186,75,Ascoli,1000,52,48,58,59,48,,,,,
14120,A. Cervantes,19,180,68,Club LeÃ³n,3000,59,41,60,55,59,,,,,
14121,E. Zhegrova,18,175,66,KRC Genk,1000,73,47,55,65,23,,,,,
14122,A. Khammas,18,174,60,KRC Genk,1000,76,33,55,62,57,,,,,
14123,W. Meyiwa,17,173,65,Kaizer Chiefs,1000,70,41,57,64,60,,,,,
14124,G. Scalera,19,184,73,Bari,1000,62,28,42,58,56,,,,,
14125,K. Hinds,19,179,80,VfL Wolfsburg,5000,70,56,48,66,19,,,,,
14126,M. Folivi,19,175,79,Watford,5000,67,60,39,62,21,,,,,
14127,H. Alpsoy,20,185,78,Antalyaspor,2000,71,40,52,55,57,,,,,
14128,P. Ghiglione,20,187,80,FC Pro Vercelli 1892,4000,77,56,53,61,36,,,,,
14129,J. Tymon,18,178,74,Stoke City,4000,67,36,49,62,58,,,,,
14130,P. Neumann,19,192,82,FC Ingolstadt 04,2000,63,35,49,57,57,,,,,
14131,J. Kade,18,181,67,Hertha BSC,2000,68,49,55,67,30,,,,,
14132,S. Lo Faso,19,180,72,Fiorentina,1000,65,60,49,61,24,,,,,
14133,Tachi,19,183,75,Atlético Madrid,3000,66,29,42,46,59,,,,,
14134,O. SaraÃ§oÄlu,19,183,75,Medipol BaÅakÅehir FK,2000,62,47,58,59,48,,,,,
14135,D. Kelly-Evans,20,177,79,Coventry City,2000,83,41,47,60,54,,,,,
14136,J. Calero,18,185,80,Pachuca,3000,63,59,49,56,25,,,,,
14137,S. Harrison,19,183,68,Tottenham Hotspur,7000,68,58,40,56,19,,,,,
14138,S. Gartenmann,20,185,75,SÃ¸nderjyskE,2000,39,31,45,49,58,,,,,
14139,D. Gyollai,20,193,91,Stoke City,4000,,,,,,67,58,56,45,53
14140,A. Evans,18,170,68,Everton,7000,66,53,57,65,42,,,,,
14141,J. Deom,18,175,65,Standard de LiÃ¨ge,1000,82,45,54,67,29,,,,,
14142,G. Makhatadze,19,180,69,Rubin Kazan,3000,60,47,59,54,58,,,,,
14143,P. Sabak,18,175,67,KRC Genk,1000,77,45,57,66,23,,,,,
14144,G. GoÃ±i,18,187,83,Boca Juniors,2000,56,27,37,40,59,,,,,
14145,E. De Santis,19,183,75,Virtus Entella,4000,69,27,44,53,57,,,,,
14146,M. Soisalo,19,181,75,Middlesbrough,2000,69,64,52,64,30,,,,,
14147,R. Petretta,20,175,70,FC Basel 1893,4000,69,35,52,60,57,,,,,
14148,N. Barrios,19,156,58,San Lorenzo de Almagro,2000,76,52,57,62,40,,,,,
14149,L. MartÃ­nez,19,175,70,Defensa y Justicia,1000,59,29,32,37,63,,,,,
14150,L. Hemmerich,19,180,70,VfL Bochum 1848,3000,64,52,62,58,51,,,,,
14151,B. SoumarÃ©,18,183,72,LOSC Lille,3000,58,48,58,61,57,,,,,
14152,Bruno JordÃ£o,18,180,73,Lazio,1000,63,50,58,67,47,,,,,
14153,R. Souici,19,180,73,AS Saint-Ãtienne,3000,66,48,58,61,53,,,,,
14154,K. Benyu,19,178,63,Celtic,4000,70,54,61,64,53,,,,,
14155,G. Dahl,20,181,71,Silkeborg IF,1000,72,39,55,62,55,,,,,
14156,S. Deslandes,20,186,75,Wolverhampton Wanderers,5000,81,35,49,59,57,,,,,
14157,J. Simpson,20,178,83,Bournemouth,6000,54,33,35,40,63,,,,,
14158,M. Browne,19,179,74,West Ham United,6000,76,52,56,64,26,,,,,
14159,M. Valenzuela,18,168,64,Newell's Old Boys,1000,76,30,49,59,54,,,,,
14160,C. McDermott,19,173,72,Derry City,1000,79,41,52,55,57,,,,,
14161,M. KÃ¶hlert,19,168,62,Hamburger SV,3000,72,58,53,66,29,,,,,
14162,Kim Si Woo,20,179,70,GwangJu FC,1000,65,57,53,61,34,,,,,
14163,L. Sinisterra,18,172,60,Once Caldas,1000,81,57,49,64,18,,,,,
14164,M. Puerta,20,172,72,CortuluÃ¡,1000,66,24,40,58,55,,,,,
14165,L. Robertone,20,175,70,VÃ©lez Sarsfield,2000,67,59,53,63,31,,,,,
14166,R. Yates,19,190,77,Notts County,2000,70,40,56,57,57,,,,,
14167,M. Fofana,19,187,72,Alanyaspor,1000,54,29,34,37,60,,,,,
14168,F. Zorba,19,185,77,VfL OsnabrÃ¼ck,1000,66,31,36,41,59,,,,,
14169,A. Jones,19,180,70,Southampton,5000,56,29,35,42,62,,,,,
14170,H. Delcroix,18,185,75,RSC Anderlecht,2000,65,28,49,56,59,,,,,
14171,T. Figueroa,18,169,52,Pachuca,1000,67,59,55,66,29,,,,,
14172,M. Camara,20,182,75,AC Ajaccio,1000,60,51,55,53,60,,,,,
14173,U. Sen,19,178,83,Holstein Kiel,1000,73,61,40,62,21,,,,,
14174,M. Fossum Basse,20,180,74,FC HelsingÃ¸r,1000,57,45,54,59,53,,,,,
14175,T. Handwerker,19,182,81,1. FC Köln,2000,69,33,51,65,56,,,,,
14176,B. UrbaÅski,19,175,68,Willem II,1000,57,44,62,61,59,,,,,
14177,S. Franchini,19,183,72,Ternana,4000,65,50,58,57,51,,,,,
14178,M. Dauter,18,178,65,RB Leipzig,4000,46,43,58,56,56,,,,,
14179,R. Lucena,20,167,67,AtlÃ©tico Nacional,1000,66,55,59,64,36,,,,,
14180,J. Stobbs,20,180,85,Port Vale,6000,74,52,54,59,43,,,,,
14181,A. Nemane,19,170,62,Rangers FC,4000,81,50,47,65,17,,,,,
14182,C. Roberts,21,175,71,Middlesbrough,6000,68,30,49,57,57,,,,,
14183,H. Burgoyne,20,193,80,Wolverhampton Wanderers,4000,,,,,,63,59,58,25,59
14184,D. Reimann,20,186,84,Borussia Dortmund,4000,,,,,,62,60,66,45,52
14185,H. Moukoudi,19,191,89,Le Havre AC,1000,55,30,28,30,61,,,,,
14186,C. Jacob,20,188,79,Stade Brestois 29,1000,56,42,49,54,60,,,,,
14187,M. Vargas,20,168,66,VÃ©lez Sarsfield,2000,78,55,57,63,34,,,,,
14188,V. Voisin,21,181,73,Stade Malherbe Caen,2000,65,40,54,60,62,,,,,
14189,Joel Arimany,19,187,74,MÃ¡laga CF,2000,51,60,46,58,20,,,,,
14190,J. Karlsson,18,171,70,IF Elfsborg,1000,79,57,48,71,21,,,,,
14191,F. Troyansky,20,178,77,Club Olimpo,1000,61,60,44,62,21,,,,,
14192,M. Kouhyar,19,173,69,Walsall,1000,75,51,53,64,33,,,,,
14193,S. KneÅ¾eviÄ,20,187,81,FC Luzern,1000,48,30,40,40,61,,,,,
14194,M. Heinrich,19,180,75,SC PreuÃen MÃ¼nster,1000,75,52,54,63,28,,,,,
14195,B. Gaye,19,194,87,DSC Arminia Bielefeld,1000,,,,,,64,56,52,21,54
14196,M. Chouiar,18,177,75,Racing Club de Lens,1000,60,56,58,61,22,,,,,
14197,A. Confente,19,194,75,Chievo Verona,1000,,,,,,65,61,50,31,47
14198,L. Faye,19,170,79,Vitesse,1000,63,35,49,58,58,,,,,
14199,VÃ­ctor Narro,18,180,73,Villarreal CF,3000,59,59,50,58,18,,,,,
14200,Y. GÃ³mez,19,173,63,Independiente MedellÃ­n,1000,84,28,44,61,52,,,,,
14201,N. Holland,19,178,65,West Ham United,6000,78,50,54,65,22,,,,,
14202,T. Archibald,19,180,60,Brentford,4000,76,60,50,63,32,,,,,
14203,N. Manzambi,20,179,82,FC Basel 1893,4000,74,57,46,65,21,,,,,
14204,L. CareviÄ,18,195,80,FC Barcelona B,1000,,,,,,60,58,63,26,58
14205,J. Coleman,21,198,82,Huddersfield Town,3000,,,,,,61,60,55,45,57
14206,W. Nightingale,21,185,84,AFC Wimbledon,1000,67,25,34,35,62,,,,,
14207,T. Watson,20,183,73,Reading,3000,70,31,52,59,57,,,,,
14208,N. Haas,21,178,74,Atalanta,3000,72,50,56,63,56,,,,,
14209,A. KoÃ§aklÄ±,18,180,75,Alanyaspor,1000,62,47,60,61,52,,,,,
14210,A. Melo,21,180,70,AtlÃ©tico TucumÃ¡n,2000,72,56,57,65,22,,,,,
14211,A. Angulo,20,173,68,Rionegro Ãguilas,1000,90,31,49,53,51,,,,,
14212,S. Massolo,21,191,76,Virtus Entella,1000,,,,,,59,57,55,47,57
14213,D. Brewster,19,181,64,Chesterfield,2000,87,58,47,56,24,,,,,
14214,K. Davis,19,179,68,Aston Villa,3000,71,55,48,58,40,,,,,
14215,F. Escales,21,184,78,Olympique de Marseille,2000,,,,,,64,59,60,27,61
14216,I. Rojas,19,177,76,Envigado FC,1000,65,38,53,52,61,,,,,
14217,M. Patterson,20,178,69,Ipswich Town,2000,76,54,56,61,32,,,,,
14218,S. Van der Heyden,19,185,76,KV Oostende,1000,53,34,56,55,57,,,,,
14219,T. Bouriaud,20,175,66,FC Nantes,3000,63,38,57,60,59,,,,,
14220,D. Vanzeir,19,175,77,KRC Genk,1000,78,54,50,64,18,,,,,
14221,J. DurÃ¡n,20,178,69,Club LeÃ³n,3000,58,30,40,39,62,,,,,
14222,F. De Paoli,20,178,74,Chievo Verona,2000,54,53,58,69,32,,,,,
14223,C. OpÃ©ri,20,183,73,La Berrichonne de ChÃ¢teauroux,1000,73,51,55,65,37,,,,,
14224,DarÃ­o Poveda,20,184,72,Villarreal CF,4000,60,61,49,56,18,,,,,
14225,L. Vido,20,182,75,Atalanta,3000,59,60,48,59,23,,,,,
14226,M. Richter,19,180,78,FC Augsburg,2000,66,60,49,62,20,,,,,
14227,A. KÃ¶se,20,182,70,FenerbahÃ§e SK,7000,56,62,44,58,21,,,,,
14228,D. Avounou,19,179,71,Stade Malherbe Caen,2000,53,29,46,52,61,,,,,
14229,M. Demir,19,170,63,Hannover 96,3000,69,49,55,67,30,,,,,
14230,J. Serrano,19,181,65,AS Monaco,2000,64,31,45,54,61,,,,,
14231,E. GarcÃ­a,19,183,84,Club Atlas,2000,58,31,32,38,61,,,,,
14232,R. Sprangers,19,184,75,NAC Breda,1000,79,59,50,63,22,,,,,
14233,G. Lazarte,19,175,70,Chacarita Juniors,1000,71,33,46,63,57,,,,,
14234,B. Morris,21,182,71,Shrewsbury,1000,70,41,56,59,56,,,,,
14235,F. Sachpekidis,19,180,76,Kalmar FF,1000,68,50,56,66,33,,,,,
14236,F. Sittsam,22,186,76,SV Mattersburg,3000,67,32,47,54,60,,,,,
14237,D. von Ballmoos,22,192,88,BSC Young Boys,2000,,,,,,58,62,53,44,61
14238,D. Phillips,22,188,76,Charlton Athletic,1000,,,,,,64,53,52,45,59
14239,G. Moncini,21,183,79,Cesena,1000,62,57,50,60,28,,,,,
14240,H. Kyprianou,20,182,69,Southend United,1000,68,46,56,58,57,,,,,
14241,D. Hyam,21,188,70,Coventry City,2000,62,28,37,36,60,,,,,
14242,E. Besea,20,180,75,Frosinone,1000,67,47,55,64,43,,,,,
14243,R. RamÃ­rez,20,187,73,Godoy Cruz,1000,,,,,,63,57,58,47,57
14244,C. Villagra,21,167,66,Club AtlÃ©tico Banfield,2000,77,51,53,63,24,,,,,
14245,J. Williams,20,178,66,Barnsley,8000,63,52,61,66,57,,,,,
14246,S. Martelli,21,170,66,Club AtlÃ©tico Temperley,1000,68,48,57,64,32,,,,,
14247,M. Litka,21,180,68,FC St. Pauli,2000,73,51,52,66,31,,,,,
14248,B. Kennedy,20,178,70,Stevenage,2000,68,58,54,63,39,,,,,
14249,O. Shenton,19,175,77,Stoke City,5000,56,54,60,63,50,,,,,
14250,L. Compagnucci,21,174,73,Club AtlÃ©tico HuracÃ¡n,1000,73,47,54,62,56,,,,,
14251,V. Arboleda,20,170,65,Portland Timbers,1000,76,56,51,64,19,,,,,
14252,C. Rosel,21,167,68,Club AmÃ©rica,5000,71,47,59,64,56,,,,,
14253,F. Porath,20,179,68,SpVgg Unterhaching,4000,60,49,60,63,45,,,,,
14254,V. Wojtkowiak,20,184,72,Racing Club de Lens,1000,60,36,52,45,58,,,,,
14255,T. Ndenge,20,188,81,Roda JC Kerkrade,4000,72,52,59,63,52,,,,,
14256,M. Hedegaard,20,184,76,SÃ¸nderjyskE,2000,64,47,52,59,59,,,,,
14257,L. Mesa,20,174,73,Argentinos Juniors,2000,63,58,45,53,33,,,,,
14258,L. Mosevich,20,187,81,Argentinos Juniors,1000,56,29,32,37,60,,,,,
14259,S. McCoulsky,20,183,70,Newport County,5000,88,56,37,57,18,,,,,
14260,Woo Chan Yang,20,181,66,Pohang Steelers,1000,72,29,51,57,59,,,,,
14261,Seo Jae Min,19,169,60,Daegu FC,1000,64,49,54,59,24,,,,,
14262,L. Amos,20,179,72,Tottenham Hotspur,7000,59,40,55,56,59,,,,,
14263,O. Olomola,19,170,80,Yeovil Town,6000,69,59,40,59,24,,,,,
14264,S. Palombi,21,182,75,Lazio,5000,59,57,56,60,39,,,,,
14265,P. De Smet,19,192,85,SV Zulte-Waregem,1000,55,36,51,53,57,,,,,
14266,N. Diallo,21,177,66,Stade Rennais FC,2000,77,34,46,61,58,,,,,
14267,A. Castro-Montes,20,174,66,KAS Eupen,2000,71,47,59,63,30,,,,,
14268,S. Omeonga,21,177,72,Genoa,3000,62,36,57,65,55,,,,,
14269,M. Leitsch,19,188,75,VfL Bochum 1848,1000,58,37,50,55,57,,,,,
14270,B. Gyamfi,21,178,76,Benevento,3000,81,32,44,50,59,,,,,
14271,R. Moon,20,180,74,Kaizer Chiefs,1000,73,56,39,64,16,,,,,
14272,Javi DÃ­az,20,185,75,Sevilla FC,1000,,,,,,67,57,56,56,58
14273,E. Mensah,19,165,62,HJK Helsinki,1000,79,54,48,66,25,,,,,
14274,Kim Jin Ya,19,177,63,Incheon United FC,1000,77,53,54,60,51,,,,,
14275,P. Staikos,21,178,75,Panathinaikos FC,1000,67,43,51,58,56,,,,,
14276,H. Ãzkan,19,178,70,KV Oostende,1000,62,40,53,58,57,,,,,
14277,Na Sang Ho,20,172,70,GwangJu FC,1000,71,61,46,55,19,,,,,
14278,B. Turan,20,188,91,KasimpaÅa SK,2000,68,31,35,49,57,,,,,
14279,L. Ten Teije,19,178,70,Vitesse,1000,70,62,45,59,23,,,,,
14280,AndrÃ© Sousa,19,174,59,VitÃ³ria de SetÃºbal,1000,66,45,56,62,47,,,,,
14281,M. Ahlinvi,17,183,68,En Avant de Guingamp,2000,59,51,57,63,58,,,,,
14282,Viedma,18,172,70,Sevilla AtlÃ©tico,1000,62,51,62,65,46,,,,,
14283,Felipe,19,180,73,Sevilla AtlÃ©tico,1000,63,41,45,57,63,,,,,
14284,J. van der Sar,19,186,75,ADO Den Haag,1000,,,,,,58,62,69,31,54
14285,K. Skaanes,22,175,61,SK Brann,1000,75,54,60,67,37,,,,,
14286,J. Rothwell,22,185,77,Oxford United,2000,68,53,61,62,51,,,,,
14287,N. Keown,22,183,66,Partick Thistle FC,1000,64,33,50,49,60,,,,,
14288,T. Dzhamalutdinov,20,176,63,FC Anzhi Makhachkala,3000,60,47,57,66,49,,,,,
14289,H. Zapata,22,182,77,Once Caldas,1000,73,56,51,63,35,,,,,
14290,E. Smith,20,191,81,IFK NorrkÃ¶ping,1000,60,56,56,62,45,,,,,
14291,J. Ginnelly,20,173,65,Lincoln City,5000,88,53,54,63,31,,,,,
14292,L. Maguire,20,185,76,Chesterfield,2000,69,36,51,55,58,,,,,
14293,C. Wighton,19,185,72,Dundee FC,1000,74,58,54,61,18,,,,,
14294,B. Swanson,19,168,59,Columbus Crew SC,1000,69,53,59,68,44,,,,,
14295,J. Pohl,21,183,77,Aalborg BK,2000,90,52,45,63,29,,,,,
14296,Pedro LÃ³pez,20,179,70,CD Lugo,1000,53,31,42,42,61,,,,,
14297,A. La Gumina,21,184,72,Palermo,1000,53,61,48,59,23,,,,,
14298,A. Faustin,20,182,73,SV Zulte-Waregem,2000,69,59,53,61,28,,,,,
14299,R. Tavera,21,174,67,AtlÃ©tico Huila,1000,61,46,57,62,53,,,,,
